contig	kmers_bp	total_bp	chrom
BH4.00004736	326	31000	EH23a.chr6
BH4.00005781	461	2310414	EH23a.chr9
BH4.00011959	314	21854	EH23a.chr3
BH4.00018895	321	27345	EH23a.chr8
BH4.00005680	407	427895	EH23a.chr1
BH4.00006570	336	44699	EH23a.chr6
BH4.00016503	317	24481	EH23a.chr8
BH4.00003985	316	23989	EH23a.chr4
BH4.00005471	336	47118	EH23a.chrX
BH4.00006006	320	28353	EH23a.chr8
BH4.00006524	313	23650	EH23a.chrX
BH4.00001505	325	34911	EH23a.chrX
BH4.00004337	313	24730	EH23a.chr2
BH4.00005630	323	34299	EH23a.chrX
BH4.00006304	373	181191	EH23a.chrX
BH4.00002649	320	32815	EH23a.chr9
BH4.00000502	333	50459	EH23a.chrX
BH4.00006567	310	23892	EH23a.chr1
BH4.00016441	326	40526	EH23a.chr8
BH4.00000586	334	52659	EH23a.chr5
BH4.00003211	353	98273	EH23a.chr9
BH4.00002532	341	66728	EH23a.chr5
BH4.00001498	496	10478661	EH23a.chr4
BH4.00022776	308	22912	EH23a.chr1
BH4.00002864	317	30731	EH23a.chr7
BH4.00000908	331	50392	EH23a.chr6
BH4.00014280	319	34442	EH23a.chr1
BH4.00004033	314	29654	EH23a.chr1
BH4.00016805	310	26130	EH23a.chr8
BH4.00004699	316	31857	EH23a.chrX
BH4.00006249	329	49502	EH23a.chr5
BH4.00000755	313	29348	EH23a.chrX
BH4.00005924	316	33056	EH23a.chrX
BH4.00000055	303	21782	EH23a.chr7
BH4.00003523	312	29461	EH23a.chr6
BH4.00016657	316	34104	EH23a.chr1
BH4.00014979	310	28166	EH23a.chr8
BH4.00004124	341	79185	EH23a.chrX
BH4.00003939	314	32641	EH23a.chr4
BH4.00002236	310	28644	EH23a.chr1
BH4.00003405	310	28655	EH23a.chr7
BH4.00004527	403	639519	EH23a.chrX
BH4.00010065	321	42379	EH23a.chr1
BH4.00018440	315	35186	EH23a.chr3
BH4.00005241	316	36430	EH23a.chr3
BH4.00014626	321	43156	EH23a.chr8
BH4.00004481	314	34200	EH23a.chrX
BH4.00000495	316	37123	EH23a.chr5
BH4.00001653	310	30432	EH23a.chr4
BH4.00000934	319	42078	EH23a.chr5
BH4.00005710	310	31251	EH23a.chrX
BH4.00001671	310	31468	EH23a.chr6
BH4.00006048	310	32119	EH23a.chr8
BH4.00020378	304	26522	EH23a.chr7
BH4.00006493	310	32470	EH23a.chr7
BH4.00003507	316	39985	EH23a.chr6
BH4.00002106	310	33429	EH23a.chr7
BH4.00017640	310	33433	EH23a.chr8
BH4.00002928	454	4349023	EH23a.chr9
BH4.00005820	313	37731	EH23a.chr1
BH4.00005397	305	28879	EH23a.chr4
BH4.00006172	310	34477	EH23a.chr5
BH4.00011174	310	34639	EH23a.chr8
BH4.00000346	385	440773	EH23a.chrX
BH4.00006345	310	35288	EH23a.chr5
BH4.00003639	310	35300	EH23a.chr8
BH4.00003913	358	178907	EH23a.chr1
BH4.00005035	315	41971	EH23a.chr5
BH4.00001351	480	11478404	EH23a.chr9
BH4.00002074	303	28862	EH23a.chr7
BH4.00004681	442	3210364	EH23a.chrX
BH4.00003574	310	37371	EH23a.chr1
BH4.00004923	410	1152826	EH23a.chr5
BH4.00014955	307	35950	EH23a.chr3
BH4.00000578	300	28739	EH23a.chr2
BH4.00002122	321	59442	EH23a.chrX
BH4.00002869	310	41701	EH23a.chr6
BH4.00001861	325	70397	EH23a.chr6
BH4.00001339	365	279371	EH23a.chrX
BH4.00004608	310	42314	EH23a.chr2
BH4.00012237	289	20638	EH23a.chr8
BH4.00011271	305	36237	EH23a.chr1
BH4.00015382	296	27687	EH23a.chr3
BH4.00016731	310	45425	EH23a.chr3
BH4.00002527	297	29132	EH23a.chr5
BH4.00018855	288	21445	EH23a.chr7
BH4.00005669	310	47895	EH23a.chr5
BH4.00006831	296	29703	EH23a.chr3
BH4.00005731	292	26663	EH23a.chr3
BH4.00005119	340	142406	EH23a.chr1
BH4.00010531	299	35432	EH23a.chr5
BH4.00005509	302	39676	EH23a.chr7
BH4.00002225	304	42791	EH23a.chr7
BH4.00001286	372	469178	EH23a.chrX
BH4.00003206	307	48468	EH23a.chr8
BH4.00014541	298	36034	EH23a.chr8
BH4.00005163	423	3132410	EH23a.chr4
BH4.00001359	295	34261	EH23a.chr9
BH4.00004320	290	29688	EH23a.chr3
BH4.00010706	279	20143	EH23a.chrX
BH4.00004647	283	23430	EH23a.chr6
BH4.00003947	289	29033	EH23a.chr4
BH4.00006508	289	29628	EH23a.chr9
BH4.00004149	299	42457	EH23a.chr3
BH4.00003319	389	1053989	EH23a.chr4
BH4.00007397	377	692100	EH23a.chr3
BH4.00002603	293	34975	EH23a.chr6
BH4.00012525	290	31603	EH23a.chr6
BH4.00018352	289	30705	EH23a.chr3
BH4.00012756	288	29805	EH23a.chr8
BH4.00004176	296	39735	EH23a.chr9
BH4.00002235	296	40336	EH23a.chr1
BH4.00007383	372	632615	EH23a.chr5
BH4.00002509	403	1967198	EH23a.chr5
BH4.00014855	292	36627	EH23a.chr4
BH4.00004025	291	35417	EH23a.chr1
BH4.00001524	290	34502	EH23a.chr4
BH4.00002089	279	23250	EH23a.chrX
BH4.00000686	286	29975	EH23a.chr3
BH4.00006792	352	326132	EH23a.chr6
BH4.00016801	288	32724	EH23a.chr8
BH4.00003834	279	23745	EH23a.chr1
BH4.00004377	363	502873	EH23a.chrX
BH4.00002800	357	411917	EH23a.chr9
BH4.00004636	341	234235	EH23a.chr3
BH4.00001277	291	38235	EH23a.chrX
BH4.00003135	428	5513588	EH23a.chr3
BH4.00002128	341	235876	EH23a.chr7
BH4.00004343	299	51516	EH23a.chr5
BH4.00020531	284	30026	EH23a.chrX
BH4.00000271	292	40206	EH23a.chr9
BH4.00002644	287	33551	EH23a.chr7
BH4.00006011	279	25829	EH23a.chr4
BH4.00001930	292	41513	EH23a.chr7
BH4.00004830	280	27361	EH23a.chr9
BH4.00021292	279	26532	EH23a.chr2
BH4.00007859	314	95251	EH23a.chr7
BH4.00004383	291	41214	EH23a.chr1
BH4.00022676	293	44499	EH23a.chr8
BH4.00000594	285	33319	EH23a.chrX
BH4.00001239	287	35855	EH23a.chr2
BH4.00000403	274	22771	EH23a.chr4
BH4.00005191	279	27727	EH23a.chr2
BH4.00000399	283	32125	EH23a.chrX
BH4.00004105	283	32267	EH23a.chr9
BH4.00000252	280	29308	EH23a.chr9
BH4.00013900	284	33993	EH23a.chr6
BH4.00001398	326	159090	EH23a.chr1
BH4.00003278	422	5449454	EH23a.chr2
BH4.00004968	288	39949	EH23a.chr5
BH4.00002799	285	36455	EH23a.chr2
BH4.00001458	279	29511	EH23a.chr1
BH4.00001726	283	34338	EH23a.chr4
BH4.00013906	281	31994	EH23a.chr3
BH4.00006948	312	100524	EH23a.chr9
BH4.00006699	366	740761	EH23a.chr6
BH4.00006433	279	30116	EH23a.chr4
BH4.00001116	276	27049	EH23a.chr6
BH4.00013029	282	33793	EH23a.chr5
BH4.00003073	280	31794	EH23a.chr3
BH4.00002272	286	40045	EH23a.chr8
BH4.00007633	340	298558	EH23a.chr1
BH4.00012095	279	31388	EH23a.chr6
BH4.00000786	287	42727	EH23a.chr5
BH4.00003466	285	39979	EH23a.chr1
BH4.00006129	285	40982	EH23a.chr6
BH4.00000496	279	33445	EH23a.chr3
BH4.00000282	279	34115	EH23a.chrX
BH4.00001951	279	34656	EH23a.chr7
BH4.00003681	410	4703492	EH23a.chr2
BH4.00005324	279	34921	EH23a.chr2
BH4.00005082	279	35620	EH23a.chr5
BH4.00001085	310	118168	EH23a.chr1
BH4.00009621	275	31721	EH23a.chr6
BH4.00000759	277	34209	EH23a.chr3
BH4.00006459	377	1487915	EH23a.chr3
BH4.00012204	280	38416	EH23a.chr8
BH4.00007589	279	37472	EH23a.chr4
BH4.00000066	279	37729	EH23a.chr8
BH4.00005756	339	373022	EH23a.chrX
BH4.00002899	279	38528	EH23a.chr6
BH4.00003476	279	38815	EH23a.chr8
BH4.00000811	266	23978	EH23a.chr5
BH4.00006264	279	39366	EH23a.chr2
BH4.00000015	279	39533	EH23a.chr7
BH4.00005467	373	1406571	EH23a.chrX
BH4.00001338	279	40014	EH23a.chrX
BH4.00004369	279	40252	EH23a.chr4
BH4.00007222	279	40503	EH23a.chr6
BH4.00022309	267	26002	EH23a.chr7
BH4.00004495	310	133910	EH23a.chrX
BH4.00005096	283	49063	EH23a.chrX
BH4.00015778	279	42214	EH23a.chr6
BH4.00003589	267	27277	EH23a.chr1
BH4.00009481	268	28690	EH23a.chr2
BH4.00001030	278	42306	EH23a.chr5
BH4.00006569	279	43984	EH23a.chr9
BH4.00007239	351	700020	EH23a.chr9
BH4.00016173	279	44772	EH23a.chr8
BH4.00006050	318	205518	EH23a.chr6
BH4.00005714	270	32651	EH23a.chr4
BH4.00007545	270	33312	EH23a.chr5
BH4.00005299	262	24893	EH23a.chr8
BH4.00006148	355	908952	EH23a.chrX
BH4.00001607	262	25027	EH23a.chrX
BH4.00003432	279	49187	EH23a.chr6
BH4.00005942	265	28803	EH23a.chrX
BH4.00004291	279	50156	EH23a.chr2
BH4.00168098	246	13960	EH23a.chr5
BH4.00001427	283	62141	EH23a.chr1
BH4.00006986	271	39370	EH23a.chr8
BH4.00004827	266	33143	EH23a.chrX
BH4.00014762	265	33141	EH23a.chr3
BH4.00003769	318	269437	EH23a.chr7
BH4.00005137	259	27309	EH23a.chr8
BH4.00007389	333	519019	EH23a.chrX
BH4.00006255	322	342201	EH23a.chrX
BH4.00012496	257	26347	EH23a.chr3
BH4.00003525	258	27783	EH23a.chr2
BH4.00004333	266	38264	EH23a.chr8
BH4.00004359	261	31976	EH23a.chr4
BH4.00007573	310	224628	EH23a.chr6
BH4.00000204	263	34912	EH23a.chrX
BH4.00002512	266	41510	EH23a.chr2
BH4.00000434	416	16715075	EH23a.chr1
BH4.00006139	351	1261339	EH23a.chr4
BH4.00007666	310	246193	EH23a.chrX
BH4.00019834	262	36147	EH23a.chr6
BH4.00168095	261	34865	EH23a.chr9
BH4.00003884	255	27568	EH23a.chr4
BH4.00019178	253	25572	EH23a.chr8
BH4.00020923	260	34256	EH23a.chr8
BH4.00007045	310	262466	EH23a.chrX
BH4.00001839	257	31301	EH23a.chr6
BH4.00007131	289	114864	EH23a.chr9
BH4.00000886	257	31660	EH23a.chrX
BH4.00000024	260	36078	EH23a.chr6
BH4.00003203	256	31566	EH23a.chr8
BH4.00006171	260	37172	EH23a.chr5
BH4.00001136	249	24136	EH23a.chr1
BH4.00005752	327	570608	EH23a.chr1
BH4.00005651	254	29684	EH23a.chr8
BH4.00003828	253	28574	EH23a.chr7
BH4.00004702	262	41234	EH23a.chrX
BH4.00015198	258	35811	EH23a.chr8
BH4.00019949	248	24313	EH23a.chr7
BH4.00006969	336	894576	EH23a.chr8
BH4.00003541	341	1100923	EH23a.chr8
BH4.00000554	246	23063	EH23a.chr5
BH4.00005508	261	42994	EH23a.chr4
BH4.00002293	311	333754	EH23a.chr8
BH4.00001570	248	26150	EH23a.chr3
BH4.00005236	261	45114	EH23a.chr4
BH4.00011123	251	30337	EH23a.chrX
BH4.00001301	394	11163424	EH23a.chr8
BH4.00010760	248	27355	EH23a.chrX
BH4.00002415	266	57491	EH23a.chr7
BH4.00007135	253	33677	EH23a.chr5
BH4.00013108	248	27629	EH23a.chr8
BH4.00015309	250	31661	EH23a.chr6
BH4.00014410	241	22331	EH23a.chr1
BH4.00002280	257	43462	EH23a.chr8
BH4.00001205	248	30555	EH23a.chr4
BH4.00004909	253	37778	EH23a.chr6
BH4.00001929	248	31038	EH23a.chr7
BH4.00019577	248	31229	EH23a.chr1
BH4.00006376	342	1588836	EH23a.chr5
BH4.00001342	342	1604900	EH23a.chrX
BH4.00016168	248	31679	EH23a.chr8
BH4.00002139	255	43383	EH23a.chr7
BH4.00002579	248	32694	EH23a.chr9
BH4.00006295	252	39055	EH23a.chrX
BH4.00001418	248	33531	EH23a.chr1
BH4.00005978	248	33869	EH23a.chrX
BH4.00006144	248	34427	EH23a.chr7
BH4.00002490	248	34669	EH23a.chr8
BH4.00002779	371	6236728	EH23a.chrX
BH4.00002857	251	39773	EH23a.chr7
BH4.00003224	248	35481	EH23a.chrX
BH4.00010978	247	34044	EH23a.chrX
BH4.00006727	250	39103	EH23a.chrX
BH4.00001595	248	36475	EH23a.chr5
BH4.00018208	248	36514	EH23a.chr6
BH4.00003940	248	36816	EH23a.chr3
BH4.00005637	252	44381	EH23a.chrX
BH4.00011628	240	26880	EH23a.chr6
BH4.00002508	248	37992	EH23a.chr5
BH4.00001254	294	271325	EH23a.chrX
BH4.00020615	248	38796	EH23a.chr6
BH4.00002856	238	25368	EH23a.chrX
BH4.00003781	242	30814	EH23a.chrX
BH4.00003901	248	40196	EH23a.chr8
BH4.00002009	243	32675	EH23a.chr3
BH4.00012456	248	40683	EH23a.chr8
BH4.00007125	248	41004	EH23a.chr8
BH4.00003217	311	625586	EH23a.chrX
BH4.00000359	252	50487	EH23a.chrX
BH4.00004257	237	26606	EH23a.chr2
BH4.00003419	242	34111	EH23a.chr8
BH4.00003368	248	45677	EH23a.chr2
BH4.00019085	239	32104	EH23a.chr8
BH4.00001459	249	50005	EH23a.chr1
BH4.00012745	249	50123	EH23a.chr6
BH4.00006812	233	25014	EH23a.chr4
BH4.00003091	248	48833	EH23a.chr5
BH4.00021080	248	49332	EH23a.chr3
BH4.00003980	241	36864	EH23a.chrX
BH4.00020504	239	34925	EH23a.chr6
BH4.00001810	364	8913172	EH23a.chr9
BH4.00004526	317	1150881	EH23a.chr4
BH4.00002692	237	34367	EH23a.chr1
BH4.00013434	240	40148	EH23a.chr6
BH4.00020403	235	32701	EH23a.chrX
BH4.00003965	332	2419406	EH23a.chr4
BH4.00007016	241	43335	EH23a.chr4
BH4.00007872	248	60272	EH23a.chrX
BH4.00003367	344	4362870	EH23a.chr7
BH4.00001349	248	65261	EH23a.chrX
BH4.00012566	229	28252	EH23a.chr8
BH4.00004390	237	40893	EH23a.chr9
BH4.00004335	230	30265	EH23a.chr1
BH4.00000071	279	280372	EH23a.chr7
BH4.00005743	248	69864	EH23a.chr1
BH4.00003555	248	69880	EH23a.chr8
BH4.00013672	227	27442	EH23a.chr8
BH4.00002772	236	41588	EH23a.chr7
BH4.00003572	228	29172	EH23a.chr7
BH4.00004024	232	35264	EH23a.chr4
BH4.00000174	248	73438	EH23a.chr5
BH4.00012344	227	28535	EH23a.chr8
BH4.00004101	240	51959	EH23a.chr3
BH4.00004806	231	34993	EH23a.chrX
BH4.00006653	310	1254924	EH23a.chr4
BH4.00021956	240	52795	EH23a.chr6
BH4.00020187	219	20463	EH23a.chr2
BH4.00002104	239	50948	EH23a.chr7
BH4.00001487	236	44696	EH23a.chrX
BH4.00000347	219	20680	EH23a.chrX
BH4.00003739	229	32911	EH23a.chr3
BH4.00004304	224	26310	EH23a.chr2
BH4.00000782	248	79328	EH23a.chrX
BH4.00012034	218	20338	EH23a.chr6
BH4.00003785	232	39164	EH23a.chr7
BH4.00001847	238	51640	EH23a.chr6
BH4.00000691	225	28614	EH23a.chrX
BH4.00000375	230	35958	EH23a.chrX
BH4.00004510	227	31432	EH23a.chr4
BH4.00001537	219	21876	EH23a.chr2
BH4.00002974	230	36698	EH23a.chr9
BH4.00006325	290	569733	EH23a.chr5
BH4.00007018	225	29432	EH23a.chr1
BH4.00020412	236	49431	EH23a.chr6
BH4.00005920	230	37976	EH23a.chr8
BH4.00004248	302	1036072	EH23a.chr1
BH4.00009637	229	37177	EH23a.chr4
BH4.00005367	223	29069	EH23a.chr3
BH4.00003447	224	30873	EH23a.chr8
BH4.00013555	217	23151	EH23a.chr6
BH4.00000726	217	23341	EH23a.chr3
BH4.00007046	221	28292	EH23a.chr8
BH4.00006383	223	31233	EH23a.chr5
BH4.00004922	217	24109	EH23a.chrX
BH4.00019924	229	42156	EH23a.chr8
BH4.00003586	227	38454	EH23a.chr1
BH4.00006061	217	24640	EH23a.chr3
BH4.00001132	248	107145	EH23a.chr1
BH4.00002324	232	50926	EH23a.chr8
BH4.00005730	217	25717	EH23a.chr3
BH4.00003537	217	26079	EH23a.chr9
BH4.00005695	217	26530	EH23a.chr1
BH4.00004689	222	33695	EH23a.chrX
BH4.00003221	223	35615	EH23a.chr3
BH4.00009954	217	26929	EH23a.chr7
BH4.00003989	217	27367	EH23a.chr4
BH4.00007143	215	25019	EH23a.chrX
BH4.00003315	217	28031	EH23a.chr7
BH4.00009229	224	39023	EH23a.chr8
BH4.00003361	289	850909	EH23a.chrX
BH4.00002479	310	2304961	EH23a.chr5
BH4.00013674	217	28715	EH23a.chr8
BH4.00003627	226	44618	EH23a.chr8
BH4.00018789	217	29451	EH23a.chr3
BH4.00005881	217	29569	EH23a.chr4
BH4.00000809	217	29662	EH23a.chr5
BH4.00002797	219	32631	EH23a.chr9
BH4.00006786	217	29895	EH23a.chr3
BH4.00000162	217	29985	EH23a.chr5
BH4.00015285	227	48364	EH23a.chr6
BH4.00001065	217	30121	EH23a.chr2
BH4.00010961	217	30169	EH23a.chr8
BH4.00005816	217	30180	EH23a.chr9
BH4.00006005	222	38500	EH23a.chr4
BH4.00000625	217	30641	EH23a.chrX
BH4.00005622	217	30788	EH23a.chr2
BH4.00001673	219	33950	EH23a.chr6
BH4.00017744	217	30893	EH23a.chrX
BH4.00006131	217	30915	EH23a.chrX
BH4.00006460	217	30973	EH23a.chr3
BH4.00006298	214	26888	EH23a.chr7
BH4.00000448	220	36231	EH23a.chr5
BH4.00002170	281	666540	EH23a.chrX
BH4.00000848	217	31485	EH23a.chrX
BH4.00013135	217	31667	EH23a.chr6
BH4.00003444	217	32132	EH23a.chr8
BH4.00005017	313	3225245	EH23a.chr4
BH4.00000647	217	32635	EH23a.chr5
BH4.00017618	219	36002	EH23a.chr8
BH4.00002946	217	32960	EH23a.chr7
BH4.00014758	209	22589	EH23a.chrX
BH4.00022271	217	33395	EH23a.chr8
BH4.00005761	217	33494	EH23a.chr7
BH4.00007372	219	36960	EH23a.chr2
BH4.00002409	289	1086380	EH23a.chr7
BH4.00003479	225	50138	EH23a.chr1
BH4.00004261	217	34529	EH23a.chr1
BH4.00016335	217	34538	EH23a.chr8
BH4.00023453	217	34552	EH23a.chr8
BH4.00004364	218	36443	EH23a.chr9
BH4.00002782	268	406048	EH23a.chr1
BH4.00000852	221	42959	EH23a.chr5
BH4.00004166	217	35921	EH23a.chr8
BH4.00000335	217	35940	EH23a.chrX
BH4.00002679	217	36169	EH23a.chr1
BH4.00012526	217	36373	EH23a.chr8
BH4.00002472	218	38508	EH23a.chr8
BH4.00005610	217	37261	EH23a.chr8
BH4.00012388	221	46301	EH23a.chr8
BH4.00012821	219	42335	EH23a.chr3
BH4.00001267	217	38440	EH23a.chrX
BH4.00006958	279	791071	EH23a.chr6
BH4.00020367	217	38703	EH23a.chr3
BH4.00015152	217	38718	EH23a.chrX
BH4.00001255	219	42696	EH23a.chr5
BH4.00002664	217	38854	EH23a.chr9
BH4.00004017	217	39271	EH23a.chr1
BH4.00000900	217	39327	EH23a.chrX
BH4.00001819	216	37509	EH23a.chr6
BH4.00014827	217	40022	EH23a.chr6
BH4.00004655	217	40087	EH23a.chr6
BH4.00005029	217	40637	EH23a.chr4
BH4.00011291	217	40645	EH23a.chr1
BH4.00004979	217	40646	EH23a.chr2
BH4.00009938	217	41087	EH23a.chrX
BH4.00005415	217	41673	EH23a.chrX
BH4.00001041	204	22295	EH23a.chrX
BH4.00003606	212	33200	EH23a.chr7
BH4.00000198	217	42743	EH23a.chr5
BH4.00003167	223	57638	EH23a.chrX
BH4.00017421	217	43359	EH23a.chr6
BH4.00001711	217	43717	EH23a.chr4
BH4.00168104	257	314584	EH23a.chr3
BH4.00006323	217	43865	EH23a.chr5
BH4.00006565	217	45166	EH23a.chr9
BH4.00003471	217	45206	EH23a.chr1
BH4.00000181	210	32090	EH23a.chr7
BH4.00006399	243	164638	EH23a.chr4
BH4.00003461	217	45726	EH23a.chr8
BH4.00005693	208	29316	EH23a.chr1
BH4.00015461	210	32828	EH23a.chr8
BH4.00010286	217	46615	EH23a.chr6
BH4.00005072	217	46655	EH23a.chrX
BH4.00005946	211	34706	EH23a.chr8
BH4.00022723	210	33352	EH23a.chr8
BH4.00005530	217	47548	EH23a.chrX
BH4.00003845	212	37819	EH23a.chrX
BH4.00007997	221	59291	EH23a.chrX
BH4.00001387	325	11128555	EH23a.chr1
BH4.00006697	210	36023	EH23a.chr1
BH4.00007496	217	52732	EH23a.chr2
BH4.00000640	217	52807	EH23a.chr5
BH4.00004392	259	440925	EH23a.chrX
BH4.00012556	206	30889	EH23a.chr8
BH4.00003477	217	54248	EH23a.chr8
BH4.00001245	217	55163	EH23a.chr9
BH4.00000061	199	22671	EH23a.chr7
BH4.00014288	208	36134	EH23a.chr6
BH4.00000116	202	26719	EH23a.chr5
BH4.00000446	208	36496	EH23a.chr5
BH4.00002397	247	268379	EH23a.chr7
BH4.00004275	267	741175	EH23a.chr9
BH4.00000579	217	59096	EH23a.chr5
BH4.00005002	194	18568	EH23a.chr6
BH4.00002237	248	297145	EH23a.chr1
BH4.00004772	293	2976995	EH23a.chr5
BH4.00003902	206	36018	EH23a.chr8
BH4.00007507	251	361372	EH23a.chr8
BH4.00005514	203	31314	EH23a.chrX
BH4.00011648	207	38827	EH23a.chr8
BH4.00005162	217	65459	EH23a.chr8
BH4.00003439	195	21735	EH23a.chr9
BH4.00005813	239	207670	EH23a.chr1
BH4.00001064	202	32886	EH23a.chr6
BH4.00005833	195	23704	EH23a.chr8
BH4.00004698	197	26520	EH23a.chrX
BH4.00017774	201	33681	EH23a.chr8
BH4.00005052	201	33961	EH23a.chr4
BH4.00007141	195	25022	EH23a.chr8
BH4.00001479	196	26567	EH23a.chr1
BH4.00012813	198	29530	EH23a.chr8
BH4.00001443	204	40932	EH23a.chr1
BH4.00006575	201	35059	EH23a.chr6
BH4.00006036	198	30166	EH23a.chr4
BH4.00002792	196	27384	EH23a.chr3
BH4.00015316	197	29040	EH23a.chr8
BH4.00019969	200	34575	EH23a.chr8
BH4.00001334	244	345541	EH23a.chrX
BH4.00004503	217	85495	EH23a.chr1
BH4.00019067	204	43664	EH23a.chr8
BH4.00018602	197	30612	EH23a.chr8
BH4.00007749	234	213490	EH23a.chrX
BH4.00001201	190	21773	EH23a.chr4
BH4.00003851	249	484621	EH23a.chr4
BH4.00007913	217	90826	EH23a.chrX
BH4.00003010	248	466418	EH23a.chrX
BH4.00015952	196	31222	EH23a.chr6
BH4.00002555	217	95443	EH23a.chr5
BH4.00005216	199	37288	EH23a.chr9
BH4.00004644	196	32183	EH23a.chr2
BH4.00014715	202	44950	EH23a.chr8
BH4.00015273	195	31074	EH23a.chr3
BH4.00000693	197	35105	EH23a.chr3
BH4.00002861	199	40547	EH23a.chr7
BH4.00001697	193	29917	EH23a.chr7
BH4.00001436	270	1842025	EH23a.chr1
BH4.00003761	204	54176	EH23a.chr2
BH4.00013145	196	35464	EH23a.chr3
BH4.00007813	217	110695	EH23a.chr7
BH4.00002905	191	28077	EH23a.chrX
BH4.00000913	199	43225	EH23a.chr5
BH4.00016567	191	28180	EH23a.chr8
BH4.00015927	186	21618	EH23a.chr9
BH4.00006954	256	943989	EH23a.chr3
BH4.00003469	199	44315	EH23a.chr8
BH4.00000639	191	29548	EH23a.chr3
BH4.00001998	198	43411	EH23a.chr3
BH4.00002209	186	22734	EH23a.chrX
BH4.00004775	187	24305	EH23a.chr4
BH4.00015349	190	28665	EH23a.chrX
BH4.00020786	194	35606	EH23a.chr8
BH4.00005822	193	33783	EH23a.chrX
BH4.00006597	261	1337788	EH23a.chr4
BH4.00002375	191	30443	EH23a.chr8
BH4.00005672	271	2345465	EH23a.chr5
BH4.00004216	186	23669	EH23a.chr3
BH4.00000892	194	36505	EH23a.chr5
BH4.00010641	186	23774	EH23a.chrX
BH4.00010205	189	28424	EH23a.chrX
BH4.00002801	195	39462	EH23a.chr9
BH4.00004928	199	49182	EH23a.chrX
BH4.00005664	186	24581	EH23a.chrX
BH4.00022909	186	24654	EH23a.chrX
BH4.00001621	186	24844	EH23a.chr7
BH4.00013595	191	32659	EH23a.chr6
BH4.00015924	187	26308	EH23a.chr8
BH4.00012664	192	35602	EH23a.chrX
BH4.00005074	191	34045	EH23a.chrX
BH4.00006422	262	1651278	EH23a.chr4
BH4.00008978	186	26346	EH23a.chr2
BH4.00004913	186	26725	EH23a.chr6
BH4.00017081	186	26807	EH23a.chr8
BH4.00018750	184	24047	EH23a.chr3
BH4.00006253	186	26990	EH23a.chr1
BH4.00011998	191	35514	EH23a.chr8
BH4.00005267	246	728529	EH23a.chr9
BH4.00005650	192	37941	EH23a.chr5
BH4.00018239	186	27315	EH23a.chrX
BH4.00000070	186	27559	EH23a.chrX
BH4.00007065	248	834888	EH23a.chr3
BH4.00011805	186	28389	EH23a.chr3
BH4.00004250	205	81172	EH23a.chr1
BH4.00002693	283	5994233	EH23a.chr2
BH4.00016301	186	28594	EH23a.chrX
BH4.00018886	186	29458	EH23a.chr8
BH4.00004386	186	29784	EH23a.chr4
BH4.00007298	186	30595	EH23a.chr5
BH4.00003247	186	30694	EH23a.chr8
BH4.00002519	200	66879	EH23a.chr5
BH4.00005384	266	2629657	EH23a.chrX
BH4.00013844	186	31049	EH23a.chr8
BH4.00009428	186	31147	EH23a.chr3
BH4.00004372	272	3756854	EH23a.chrX
BH4.00000729	186	31448	EH23a.chr3
BH4.00003077	186	31718	EH23a.chr5
BH4.00001772	186	31952	EH23a.chr9
BH4.00005867	262	2241437	EH23a.chr2
BH4.00003766	186	33133	EH23a.chr7
BH4.00002222	186	33356	EH23a.chr2
BH4.00003900	186	33612	EH23a.chr8
BH4.00006744	248	1090657	EH23a.chr3
BH4.00002279	192	47354	EH23a.chr8
BH4.00000665	193	50508	EH23a.chr3
BH4.00004884	186	34493	EH23a.chr7
BH4.00003810	186	34829	EH23a.chr7
BH4.00014879	175	18906	EH23a.chr8
BH4.00002101	187	37201	EH23a.chr7
BH4.00016696	186	35203	EH23a.chrX
BH4.00012750	187	37302	EH23a.chr3
BH4.00004139	217	202004	EH23a.chrX
BH4.00021692	186	35388	EH23a.chrX
BH4.00018787	186	35450	EH23a.chrX
BH4.00002331	186	36054	EH23a.chr8
BH4.00018914	186	36089	EH23a.chr8
BH4.00006396	194	56682	EH23a.chr4
BH4.00004964	186	36234	EH23a.chr6
BH4.00002026	186	36314	EH23a.chrX
BH4.00000250	186	36455	EH23a.chr9
BH4.00019294	186	36933	EH23a.chr3
BH4.00007129	186	37402	EH23a.chr7
BH4.00015296	186	37502	EH23a.chr8
BH4.00011445	181	28442	EH23a.chrX
BH4.00000311	181	28550	EH23a.chrX
BH4.00017418	186	38033	EH23a.chr8
BH4.00018945	186	38236	EH23a.chrX
BH4.00000417	292	15662137	EH23a.chr4
BH4.00002866	186	38542	EH23a.chr7
BH4.00005826	186	38591	EH23a.chr9
BH4.00000414	183	32618	EH23a.chrX
BH4.00011763	186	38714	EH23a.chr8
BH4.00014674	186	38853	EH23a.chr6
BH4.00007947	203	102131	EH23a.chrX
BH4.00000565	187	41158	EH23a.chr5
BH4.00000259	186	38933	EH23a.chr9
BH4.00000611	186	41572	EH23a.chr5
BH4.00006116	186	41874	EH23a.chr7
BH4.00000865	189	50252	EH23a.chrX
BH4.00001490	217	251043	EH23a.chr9
BH4.00002587	186	43561	EH23a.chr9
BH4.00007426	186	43991	EH23a.chrX
BH4.00002483	245	1323445	EH23a.chr5
BH4.00003050	186	44553	EH23a.chr5
BH4.00005938	180	31889	EH23a.chr8
BH4.00022446	186	45297	EH23a.chr6
BH4.00000539	186	45507	EH23a.chrX
